intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
5759000,0.008945366318886233,0.8870918052988294,0.008945366318886233,0.008945366318886233,,,,"GCF_001314995.1 Bacteroides ovatus strain=ATCC 8483, ASM131499v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,514bdd6aa640f40cc6414be0e11ec2f6,0.8870918052988294,5759000,0,226687000,,SRS024331.tar.bz2,c6ce9f49,643797000
5312000,0.008251048078819876,0.8282539682539682,0.008105039321401001,0.008105039321401001,,,,"GCF_000011065.1 Bacteroides thetaiotaomicron VPI-5482 strain=VPI-5482, ASM1106v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,df098e390010d8add7b59e4ff0574d30,0.8431746031746031,5218000,1,221469000,,SRS024331.tar.bz2,c6ce9f49,643797000
5036000,0.007822341514483603,0.9257352941176471,0.007822341514483603,0.007822341514483603,,,,"GCF_011927845.1 Butyricimonas paravirosa strain=DSM 105722, ASM1192784v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,5c4ff261a0e70d62e40310cd5591ac00,0.9257352941176471,5036000,2,216433000,,SRS024331.tar.bz2,c6ce9f49,643797000
4401000,0.006836005759579495,0.7822141560798548,0.006694656856120796,0.006694656856120796,,,,"GCF_013009555.1 Bacteroides dorei strain=DSM 17855, ASM1300955v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,f906f0ea3324bc6db880a742f3f0b0ba,0.7987295825771324,4310000,3,212123000,,SRS024331.tar.bz2,c6ce9f49,643797000
4325000,0.00671795612592168,0.6534186081924775,0.006665144447706342,0.006665144447706342,,,,"GCF_000158035.1 Bacteroides cellulosilyticus DSM 14838 strain=DSM 14838, ASM15803v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,60210be30b063414acf935ddf123a997,0.6585960103548043,4291000,4,207832000,,SRS024331.tar.bz2,c6ce9f49,643797000
3594000,0.005582505044291912,0.799908946050535,0.005458242272020528,0.005458242272020528,,,,"GCF_000154105.1 Parabacteroides merdae ATCC 43184 strain=ATCC 43184, ASM15410v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,50ce726d38cb7266c6293b4a9508fccb,0.8181197359435466,3514000,5,204318000,,SRS024331.tar.bz2,c6ce9f49,643797000
3520000,0.005467561979940882,0.740499457111835,0.005296700668067729,0.005296700668067729,,,,"GCF_000154205.1 Bacteroides uniformis ATCC 8492 strain=ATCC 8492, ASM15420v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,2e2ee99950af50be6093dcb7d1a24282,0.7643865363735071,3410000,6,200908000,,SRS024331.tar.bz2,c6ce9f49,643797000
3527000,0.005478434972514628,0.7401679186920017,0.005203503588864192,0.005203503588864192,,,,"GCF_002222615.2 Bacteroides caccae strain=ATCC 43185, ASM222261v2",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,47030cb09435e5a03e1ce6a49f0753a5,0.7792752982766239,3350000,7,197558000,,SRS024331.tar.bz2,c6ce9f49,643797000
3230000,0.005017109430457116,0.7577478116867755,0.0049751707448155245,0.0049751707448155245,,,,"GCA_000803105.1 Coprobacter secundus strain=177, ASM80310v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,d514a5392eaf202adc6934a4db7121cf,0.7641353205583156,3203000,8,194355000,,SRS024331.tar.bz2,c6ce9f49,643797000
2887000,0.0044843327943435585,0.7150644202180376,0.004482779509690166,0.004482779509690166,,,,"GCF_013304735.1 Blautia luti strain=MSK.16.34, ASM1330473v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,dd362ff77f4bcc80ca1e3387a9b01f6e,0.7153121902874133,2886000,9,191469000,,SRS024331.tar.bz2,c6ce9f49,643797000
