intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
2435000,0.002952950464407548,0.7717908082408875,0.002952950464407548,0.002952950464407548,,,,"GCF_000144405.1 Prevotella melaninogenica ATCC 25845 strain=ATCC 25845, ASM14440v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,33345282ddecaefe1682f1bd43bc7ffe,0.7717908082408875,2435000,0,125335000,,SRS052227.tar.bz2,af948a76,824599000
1976000,0.002396316270090068,0.788193059433586,0.002396316270090068,0.002396316270090068,,,,"GCA_001072465.1 Xylanimonas cellulosilytica strain=352_XCEL, ASM107246v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,e66a6aa0d240935bb0650892e530ee51,0.788193059433586,1976000,1,123359000,,SRS052227.tar.bz2,af948a76,824599000
1908000,0.0023138519450059966,0.9029815428300993,0.0023138519450059966,0.0023138519450059966,,,,"GCF_003252755.1 Haemophilus parainfluenzae strain=C2006002596, ASM325275v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,3e8fd94fed6765b59ed6454114bdcb94,0.9029815428300993,1908000,2,121451000,,SRS052227.tar.bz2,af948a76,824599000
1867000,0.002264130807822954,0.8867206092336982,0.0022592799651709496,0.0022592799651709496,,,,"GCF_900654165.1 Neisseria flavescens strain=N13, PRJEB30649-R19",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,9e2f71ef359430d825b98076799ecf08,0.8886244645406949,1863000,3,119588000,,SRS052227.tar.bz2,af948a76,824599000
1839000,0.002230174909258925,0.6884250474383302,0.0021998571426838985,0.0021998571426838985,,,,"GCF_000379965.1 Prevotella nanceiensis DSM 19126 = JCM 15639 strain=DSM 19126, ASM37996v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,9f7c7166733a37cfb1e643e24eb58fcb,0.6979127134724857,1814000,4,117774000,,SRS052227.tar.bz2,af948a76,824599000
1906000,0.002311426523679995,0.758576874205845,0.0021719647974348744,0.0021719647974348744,,,,"GCF_000278725.1 Actinomyces sp. ICM47 strain=ICM47, AspICM47v1.0",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,fb153b15e56773c1525b85dbd37035e5,0.8072850487081745,1791000,5,115983000,,SRS052227.tar.bz2,af948a76,824599000
1721000,0.002087075051024801,0.7700223713646532,0.002087075051024801,0.002087075051024801,,,,"GCF_002959775.1 Veillonella rogosae JCM 15642 strain=JCM 15642, ASM295977v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,feec846e832a1a83918fce73cf9e3977,0.7700223713646532,1721000,6,114262000,,SRS052227.tar.bz2,af948a76,824599000
1788000,0.002168326665445871,0.5846994535519126,0.002076160655057792,0.002076160655057792,,,,"GCF_000613925.1 Prevotella histicola JCM 15637 = DNF00424 strain=JCM 15637, ASM61392v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,eacfb5d41d7cf4b700ce1526b366572b,0.610655737704918,1712000,7,112550000,,SRS052227.tar.bz2,af948a76,824599000
1617000,0.0019609531420726922,0.6299181924425399,0.0019609531420726922,0.0019609531420726922,,,,"GCF_002763915.1 Fusobacterium pseudoperiodonticum strain=KCOM 1262, ASM276391v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,721f0b8d1f9364b1922999b37caa723b,0.6299181924425399,1617000,8,110933000,,SRS052227.tar.bz2,af948a76,824599000
1688000,0.0020470555991457667,0.5304777594728172,0.001952464167431685,0.001952464167431685,,,,"GCF_000220255.1 Prevotella pallens ATCC 700821 strain=ATCC 700821, ASM22025v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,ae975e88c05929ca5d0da00e93b1b561,0.5561779242174629,1610000,9,109323000,,SRS052227.tar.bz2,af948a76,824599000
1555000,0.0018857650809666275,0.5917588706600534,0.0018809142383146233,0.0018809142383146233,,,,"GCA_900095835.1 Prevotellaceae bacterium Marseille-P2826 strain=Marseille-P2826, PRJEB15302",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,a146b237f9d35b6b70818c6328011938,0.5932850057230065,1551000,10,107772000,,SRS052227.tar.bz2,af948a76,824599000
1546000,0.001874850684999618,0.7149467838963443,0.0018736379743366169,0.0018736379743366169,,,,"GCF_004785935.1 Streptococcus rubneri strain=DSM 26920, ASM478593v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,87394cf55b205f98075b0d8888090665,0.7154095326237853,1545000,11,106227000,,SRS052227.tar.bz2,af948a76,824599000
1505000,0.001825129547816575,0.6977715877437326,0.001822704126490573,0.001822704126490573,,,,"GCF_014647755.1 Porphyromonas pasteri strain=JCM 30531, ASM1464775v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,2a81c1b7e89daa651c5a51bffe9edaf9,0.6987000928505107,1503000,12,104724000,,SRS052227.tar.bz2,af948a76,824599000
1524000,0.001848171050413595,0.8564841498559078,0.0018020880452195552,0.0018020880452195552,,,,"GCF_013394695.1 Streptococcus sp. oral taxon 061 strain=F0704, ASM1339469v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,13384302fbc67d015f8942c70f171b44,0.878386167146974,1486000,13,103238000,,SRS052227.tar.bz2,af948a76,824599000
1958000,0.0023744874781560493,0.6088071825566481,0.0017268999841134904,0.0017268999841134904,,,,"GCF_002847525.1 Schaalia odontolytica strain=UMB0018, ASM284752v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,0a04039a2950d69949f7ef5c6f105db6,0.8371098760153912,1424000,14,101814000,,SRS052227.tar.bz2,af948a76,824599000
1428000,0.0017317508267654946,0.6006768189509306,0.0017220491414614862,0.0017220491414614862,,,,"GCA_015257125.1 Prevotellaceae bacterium, ASM1525712v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,9a071a8761386fdbde6bc084f9b025ee,0.6040609137055838,1420000,15,100394000,,SRS052227.tar.bz2,af948a76,824599000
1356000,0.0016444356590294192,0.5022288261515602,0.001639584816377415,0.001639584816377415,,,,"GCF_014202695.1 Oribacterium sinus strain=DSM 17245, ASM1420269v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,46210eef7a5fa4a106f5485e5b1e3ace,0.5037147102526003,1352000,16,99042000,,SRS052227.tar.bz2,af948a76,824599000
1354000,0.001642010237703417,0.7381215469613259,0.0016201814457693982,0.0016201814457693982,,,,"GCF_000308055.1 Actinomyces sp. ph3, ASM30805v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,b64135d736b7a33600fa728042a74c75,0.7480662983425415,1336000,17,97706000,,SRS052227.tar.bz2,af948a76,824599000
1338000,0.0016226068670954002,0.5841018884497146,0.001612905181791392,0.001612905181791392,,,,"GCF_001808955.1 Rothia sp. HMSC078H08 strain=HMSC078H08, ASM180895v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,74fd6131ca3bd446231e30bd4c48bf46,0.5876152832674572,1330000,18,96376000,,SRS052227.tar.bz2,af948a76,824599000
1767000,0.002142859741522849,0.6209488022545796,0.0016032034964873836,0.0016032034964873836,,,,"GCF_014931395.1 Haemophilus parainfluenzae strain=M1C137_2, ASM1493139v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,f933131d2119ed65677531a0c48a4c5a,0.8299671207139502,1322000,19,95054000,,SRS052227.tar.bz2,af948a76,824599000
1325000,0.0016068416284763867,0.7169297768100164,0.0015971399431723783,0.0015971399431723783,,,,"GCA_001058355.1 Carnobacterium maltaromaticum strain=757_CMAL, ASM105835v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,0a6af649dd0be1be5f1c89195cc0c908,0.7212847033206314,1317000,20,93737000,,SRS052227.tar.bz2,af948a76,824599000
1318000,0.0015983526538353794,0.5758106923751095,0.0015935018111833752,0.0015935018111833752,,,,"GCF_000469505.1 Leptotrichia sp. oral taxon 215 str. W9775 strain=W9775, ASM46950v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,ed3f52eb0adf508769647dc6997cc7d9,0.5775635407537248,1314000,21,92423000,,SRS052227.tar.bz2,af948a76,824599000
1281000,0.0015534823593043407,0.4536376604850214,0.0015425679633373312,0.0015425679633373312,,,,"GCF_000296385.1 Lachnoanaerobaculum sp. OBRC5-5 strain=OBRC5-5, Clos_bact_OBRC5-5_V1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,ac77cd6c78cc66e33a75866057bb40e2,0.45684736091298145,1272000,22,91151000,,SRS052227.tar.bz2,af948a76,824599000
1550000,0.0018797015276516222,0.5274030354131535,0.0015171010394143094,0.0015171010394143094,,,,"GCA_902373545.1 uncultured Actinomyces sp., MGYG-HGUT-01285",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,4b53f31fad140e2cc45d431cb2803eeb,0.6534569983136593,1251000,23,89900000,,SRS052227.tar.bz2,af948a76,824599000
1239000,0.0015025485114582968,0.6837748344370861,0.0015025485114582968,0.0015025485114582968,,,,"GCF_000701685.1 Gemella sanguinis ATCC 700632 strain=ATCC 700632, ASM70168v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,6c1d4a43753a1848613d449d3795d1b1,0.6837748344370861,1239000,24,88661000,,SRS052227.tar.bz2,af948a76,824599000
1254000,0.0015207391714033125,0.34250851305334845,0.0014637417702422632,0.0014637417702422632,,,,"GCF_000613445.1 Prevotella shahii DSM 15611 = JCM 12083 strain=JCM 12083, ASM61344v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,927a443f638861aea914b9c26b38bdb5,0.35584562996594776,1207000,25,87454000,,SRS052227.tar.bz2,af948a76,824599000
1375000,0.0016674771616264391,0.4526795895096921,0.0014443383996342464,0.0014443383996342464,,,,"GCF_000318095.2 Prevotella sp. oral taxon 473 str. F0040 strain=F0040, ASM31809v2",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,11690a09ff48094e5a4eb7015e642776,0.5226149752945648,1191000,26,86263000,,SRS052227.tar.bz2,af948a76,824599000
