intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
2267000,0.00400814712923313,0.6433030646992054,0.00400814712923313,0.00400814712923313,,,,"GCF_000613445.1 Prevotella shahii DSM 15611 = JCM 12083 strain=JCM 12083, ASM61344v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,927a443f638861aea914b9c26b38bdb5,0.6433030646992054,2267000,0,142859000,,SRS024081.tar.bz2,0104d405,565598000
2104000,0.0037199565769327333,0.6640253565768621,0.0037040442151492757,0.0037040442151492757,,,,"GCF_000144405.1 Prevotella melaninogenica ATCC 25845 strain=ATCC 25845, ASM14440v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,33345282ddecaefe1682f1bd43bc7ffe,0.6668779714738511,2095000,1,140764000,,SRS024081.tar.bz2,0104d405,565598000
2006000,0.0035466886375128625,0.7166845301893533,0.0035466886375128625,0.0035466886375128625,,,,"GCF_000287675.1 Lachnoanaerobaculum sp. ICM7 strain=ICM7, LspICM7v1.0",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,103a9b2612c512b0d35d77517a3aaa93,0.7166845301893533,2006000,2,138758000,,SRS024081.tar.bz2,0104d405,565598000
2004000,0.0035431525571165386,0.6418451400329489,0.0034441423060194696,0.0034441423060194696,,,,"GCF_000220255.1 Prevotella pallens ATCC 700821 strain=ATCC 700821, ASM22025v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,ae975e88c05929ca5d0da00e93b1b561,0.6602965403624382,1948000,3,136810000,,SRS024081.tar.bz2,0104d405,565598000
1890000,0.0033415959745260767,0.837322695035461,0.003339827934327915,0.003339827934327915,,,,"GCF_007990445.1 Leptotrichia wadei strain=JMUB3936, ASM799044v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,788aae5375cbd2a3770dcd29301a45eb,0.8377659574468085,1889000,4,134921000,,SRS024081.tar.bz2,0104d405,565598000
1881000,0.0033256836127426195,0.7848154362416108,0.0033080032107609997,0.0033080032107609997,,,,"GCF_009738225.1 Streptococcus salivarius strain=ICDC2, ASM973822v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,064f37e0e8408f176a29afe33224f971,0.7890100671140939,1871000,5,133050000,,SRS024081.tar.bz2,0104d405,565598000
1809000,0.003198384718474959,0.8089485458612975,0.0031966166782767974,0.0031966166782767974,,,,"GCF_002959775.1 Veillonella rogosae JCM 15642 strain=JCM 15642, ASM295977v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,feec846e832a1a83918fce73cf9e3977,0.8093959731543624,1808000,6,131242000,,SRS024081.tar.bz2,0104d405,565598000
1796000,0.003175400195898854,0.6887009992313605,0.0031683280351062063,0.0031683280351062063,,,,"GCF_000238075.1 Oribacterium asaccharolyticum ACB7 strain=ACB7, Oribacterium_sp_ACB7_V1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,9ee4d4b3d0bdb9a70054a742bde13c69,0.690238278247502,1792000,7,129450000,,SRS024081.tar.bz2,0104d405,565598000
1769000,0.0031276631105484815,0.6307578008915304,0.0030021322564789833,0.0030021322564789833,,,,"GCF_014202695.1 Oribacterium sinus strain=DSM 17245, ASM1420269v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,46210eef7a5fa4a106f5485e5b1e3ace,0.6571322436849926,1698000,8,127752000,,SRS024081.tar.bz2,0104d405,565598000
1711000,0.0030251167790550887,0.7638510445049954,0.0029738436133083922,0.0029738436133083922,,,,"GCA_018141845.1 Lachnospiraceae bacterium oral taxon 096 strain=F0428, ASM1814184v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,e7e630ee2be04c3f54b399e7772bc69f,0.7770208900999092,1682000,9,126070000,,SRS024081.tar.bz2,0104d405,565598000
