intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
1720000,0.013162325140041018,0.7671721677074042,0.013162325140041018,0.013162325140041018,,,,"GCF_902810435.1 Veillonella parvula strain=SKV38, SKV38",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,92fffacc05525a8c6779bf5455282783,0.7671721677074042,1720000,0,60943000,,SRS019025.tar.bz2,521b32d2,130676000
1509000,0.011547644556001102,0.8291208791208792,0.011547644556001102,0.011547644556001102,,,,"GCF_000148585.2 Streptococcus mitis NCTC 12261 strain=NCTC 12261, ASM14858v3",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,132bcfa0362d0f418241e6dc4c1f77c0,0.8291208791208792,1509000,1,59434000,,SRS019025.tar.bz2,521b32d2,130676000
1385000,0.01059873274357954,0.4916577919772808,0.01059873274357954,0.01059873274357954,,,,"GCF_011612265.2 Corynebacterium matruchotii strain=ATCC 14266, ASM1161226v2",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,db37b4d014ce2defcf45ffa5d152f30d,0.4916577919772808,1385000,2,58049000,,SRS019025.tar.bz2,521b32d2,130676000
1342000,0.010269674615078515,0.6012751348700344,0.009381982919587377,0.009381982919587377,,,,"GCF_002386345.1 Streptococcus oralis strain=FDAARGOS_367, ASM238634v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,574c99593e991dd13455614261fa499f,0.6581657675331045,1226000,3,56823000,,SRS019025.tar.bz2,521b32d2,130676000
1089000,0.008333588417153877,0.34516640253565767,0.008333588417153877,0.008333588417153877,,,,"GCF_000144405.1 Prevotella melaninogenica ATCC 25845 strain=ATCC 25845, ASM14440v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,33345282ddecaefe1682f1bd43bc7ffe,0.34516640253565767,1089000,4,55734000,,SRS019025.tar.bz2,521b32d2,130676000
1482000,0.011341026661360923,0.5070422535211268,0.007989225259420245,0.007989225259420245,,,,"GCF_002860905.1 Streptococcus oralis subsp. dentisani strain=UMB0832, ASM286090v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,3d814e63ec0e88783955c77962edc41b,0.7197668771248179,1044000,5,54690000,,SRS019025.tar.bz2,521b32d2,130676000
875000,0.006695950289265053,0.3408648227502922,0.006695950289265053,0.006695950289265053,,,,"GCF_002763915.1 Fusobacterium pseudoperiodonticum strain=KCOM 1262, ASM276391v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,721f0b8d1f9364b1922999b37caa723b,0.3408648227502922,875000,6,53815000,,SRS019025.tar.bz2,521b32d2,130676000
1002000,0.007667819645535523,0.4160722776985259,0.006695950289265053,0.006695950289265053,,,,"GCF_900637515.1 Veillonella dispar strain=NCTC11831, 51184_A01",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,f9bf15287cd9221ded6fd4c037b0f1df,0.4764621968616263,875000,7,52940000,,SRS019025.tar.bz2,521b32d2,130676000
1137000,0.008700909118736416,0.42346938775510207,0.006351587131531421,0.006351587131531421,,,,"GCF_002096335.1 Streptococcus oralis subsp. dentisani strain=Y_5914_11, ASM209633v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,35ce4a621774ca36e71bab50b5f428ea,0.5801020408163265,830000,8,52110000,,SRS019025.tar.bz2,521b32d2,130676000
797000,0.0060990541491934246,0.3700092850510678,0.0060990541491934246,0.0060990541491934246,,,,"GCF_014647755.1 Porphyromonas pasteri strain=JCM 30531, ASM1464775v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,2a81c1b7e89daa651c5a51bffe9edaf9,0.3700092850510678,797000,9,51313000,,SRS019025.tar.bz2,521b32d2,130676000
786000,0.006014876488414093,0.3195121951219512,0.006014876488414093,0.006014876488414093,,,,"GCF_000164695.2 Rothia dentocariosa ATCC 17931 strain=ATCC 17931, ASM16469v2",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,749b0a6cf814c3c640e32fe578204f06,0.3195121951219512,786000,10,50527000,,SRS019025.tar.bz2,521b32d2,130676000
780000,0.005968961400716275,0.2614817298022125,0.005968961400716275,0.005968961400716275,,,,"GCF_001553935.1 Actinomyces oris strain=T14V, ASM155393v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,b8fe439206f0708f15356748b7021bc7,0.2614817298022125,780000,11,49747000,,SRS019025.tar.bz2,521b32d2,130676000
774000,0.005923046313018458,0.3519781718963165,0.005923046313018458,0.005923046313018458,,,,"GCF_000191405.1 Haemophilus parainfluenzae ATCC 33392 strain=ATCC 33392, ASM19140v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,fbfb9299b266913d2d2b6175ee509a88,0.3519781718963165,774000,12,48973000,,SRS019025.tar.bz2,521b32d2,130676000
798000,0.006106706663809728,0.35905882352941176,0.005838868652239126,0.005838868652239126,,,,"GCF_000963275.1 Streptococcus parasanguinis strain=MGH413, ASM96327v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,c70c057dced6059abe5194c68893395c,0.3755294117647059,763000,13,48210000,,SRS019025.tar.bz2,521b32d2,130676000
744000,0.005693470874529371,0.366190241498275,0.005685818359913068,0.005685818359913068,,,,"GCA_900766305.1 uncultured Gemella sp., SRS372688_6",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,d5fcb65f2e71bfe9f151d7e7e263a4e1,0.36668309512074915,743000,14,47467000,,SRS019025.tar.bz2,521b32d2,130676000
746000,0.005708775903761976,0.2488247145735393,0.005670513330680462,0.005670513330680462,,,,"GCF_000185385.1 Lachnoanaerobaculum saburreum DSM 3986 strain=DSM 3986, ASM18538v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,689ea78af752316e46e3e8f658080960,0.25050369375419745,741000,15,46726000,,SRS019025.tar.bz2,521b32d2,130676000
751000,0.00574703847684349,0.3869047619047619,0.005471547950656586,0.005471547950656586,,,,"GCF_000188295.1 Streptococcus vestibularis ATCC 49124 strain=ATCC 49124, ASM18829v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,f10d58765fd345bffe82da57fb72ecc7,0.4063852813852814,715000,16,46011000,,SRS019025.tar.bz2,521b32d2,130676000
750000,0.005739385962227188,0.32084095063985374,0.005372065260644648,0.005372065260644648,,,,"GCF_001553855.1 Streptococcus gordonii strain=CCUG 33482, ASM155385v1",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,419095204c9ce692353e030f466fa6fe,0.34277879341864714,702000,17,45309000,,SRS019025.tar.bz2,521b32d2,130676000
814000,0.006229146897670575,0.18895671476137624,0.0052113624537022864,0.0052113624537022864,,,,"GCF_900187995.1 Prevotella jejuni strain=DSM 26989, IMG-taxon 2724679806 annotated assembly",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,052d4e1d04265a0bb026713fab8042a8,0.22586015538290788,681000,18,44628000,,SRS019025.tar.bz2,521b32d2,130676000
1258000,0.00962686338730907,0.33816183816183815,0.005180752395237075,0.005180752395237075,,,,"GCF_000222785.1 Streptococcus mitis SK569 strain=SK569, ASM22278v2",/mnt/HDD/kia/HMP_reference/gtdb-rs207.genomic-reps.dna.k31.zip,c5efcfe6d627f2935fc83eda4bb26856,0.6283716283716284,677000,19,43951000,,SRS019025.tar.bz2,521b32d2,130676000
